GFPipeID,PipeName,GFLocID,GF_LocID_Tag,LocID,Loc,GF_LocName,LocName,GF_FacilityType,GF_FacilityTypeGroup,ReportedFacilityType,LocSegment,LocZone,State,County,InterconnectingEntity,UpdatedTime,PartitionKey,RowKey
120,"Texas Eastern Transmission, LP",1200073729,,0073729,73729,,"Centerpoint Energy - Granite Mountain Quarry, Pulaski Co., AR",,,END,,ETX,AR,PULASKI,,2026-03-23T09:37:47.898642,Enbridge,1200073729
100,"Algonquin Gas Transmission, LLC",1000000075,,0000075,75,,"GLASTONBURY (HARTFORD,CT)",,,LDC,,,CT,HARTFORD,,2026-03-23T09:37:47.898642,Enbridge,1000000075
119,"Sabal Trail Transmission, LLC",1190098962,,0098962,98962,,GULF SOUTH SCOTT MOUNTAIN,,,STA,,,AL,CHOCTAW,,2026-03-23T09:37:47.898642,Enbridge,1190098962
120,"Texas Eastern Transmission, LP",1200070297,,0070297,70297,,ATMOS ENERGY - ETHEL - ATTALA CO. MS,,,LDC,,1,MS,ATTALA,,2026-03-23T09:37:47.898642,Enbridge,1200070297
120,"Texas Eastern Transmission, LP",1200073253,,0073253,73253,,"ETC Texas Pipeline, LTD-Henderson #1 / Nacogdoches Co., TX (REC)",,,WHD,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200073253
105,"East Tennessee Natural Gas, LLC",1050059024,,0059024,59024,,CHATTANOOGA CLEVELAND,,,LDC,,,TN,BRADLEY,,2026-03-23T09:37:47.898642,Enbridge,1050059024
100,"Algonquin Gas Transmission, LLC",1000080003,,0080003,80003,,INTERCONNECT AGT G-10 LAT & CLEARY LATERAL,,,STA,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000080003
100,"Algonquin Gas Transmission, LLC",1000080008,,0080008,80008,,LATERAL B SYSTEM,,,STA,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000080008
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4196,,00N4196,N4196,,(DTE) WILLOW - MCGC TRADING POINT,,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,11500N4196
120,"Texas Eastern Transmission, LP",1200079057,,0079057,79057,,MIDDLESEX EXTENSION MAINLINE,,,STA,,3,NJ,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1200079057
120,"Texas Eastern Transmission, LP",1200073919,,0073919,73919,,"EQT Redband, Strope Rd, Greene Co., PA",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073919
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4232,,00N4232,N4232,,(DTE) PEPL - SCOFIELD -  DELIVERY,,,STA,,M1,MI,MONROE,,2026-03-23T09:37:47.898642,Enbridge,11500N4232
120,"Texas Eastern Transmission, LP",1200073073,,0073073,73073,,"Shell Offshore , WD 143, - LAO",,,WHD,,ELA,OF,WEST DELTA,,2026-03-23T09:37:47.898642,Enbridge,1200073073
120,"Texas Eastern Transmission, LP",1200075917,,0075917,75917,,TETLP/POMELO INTERCONNECT WITH VCP (DEL 73916/REC 73917),,,INT,,STX,TX,NUECES,,2026-03-23T09:37:47.898642,Enbridge,1200075917
120,"Texas Eastern Transmission, LP",1200070061,,0070061,70061,,"Atmos Energy Corporation - Scott Co, MO",,,LDC,,1,MO,SCOTT,,2026-03-23T09:37:47.898642,Enbridge,1200070061
120,"Texas Eastern Transmission, LP",1200073730,,0073730,73730,,TGP - Wheelersburg Interconnect,,,INT,,2,OH,SCIOTO,,2026-03-23T09:37:47.898642,Enbridge,1200073730
120,"Texas Eastern Transmission, LP",1200073424,,0073424,73424,,"Great Lakes Energy - Layman Gathering/Westmoreland, PA.",,,WHD,,2,PA,WESTMORELAND,,2026-03-23T09:37:47.898642,Enbridge,1200073424
120,"Texas Eastern Transmission, LP",1200073147,,0073147,73147,,"Centana Intrastate Pipeline Co. - Orange Co., TX",,,INT,,WLA,TX,ORANGE,,2026-03-23T09:37:47.898642,Enbridge,1200073147
120,"Texas Eastern Transmission, LP",1200072911,,0072911,72911,,"Col. Gas (I-O) & Lebanon, OH",,,INT,,2,OH,WARREN,,2026-03-23T09:37:47.898642,Enbridge,1200072911
100,"Algonquin Gas Transmission, LLC",1000000029,,0000029,29,,"Middleboro (PLYMOUTH,MA)",,,LDC,,,MA,PLYMOUTH,,2026-03-23T09:37:47.898642,Enbridge,1000000029
120,"Texas Eastern Transmission, LP",1200073212,,0073212,73212,,"PECO - EAGLE, CHESTER CO., PA. (del)",,,LDC,,3,PA,CHESTER,,2026-03-23T09:37:47.898642,Enbridge,1200073212
106,"Garden Banks Gas Pipeline, LLC",10600G0014,,00G0014,G0014,,KINETICA DEEPWATER EXPRESS (992106),,,INT,,,OF,SOUTH MARSH IS.,,2026-03-23T09:37:47.898642,Enbridge,10600G0014
105,"East Tennessee Natural Gas, LLC",1050059048,,0059048,59048,,UCG MARYVILLE EAST,,,LDC,,,TN,BLOUNT,,2026-03-23T09:37:47.898642,Enbridge,1050059048
106,"Garden Banks Gas Pipeline, LLC",10600G0026,,00G0026,G0026,,SMI 128A SALES,,,INT,,,OF,GARDEN BANKS,,2026-03-23T09:37:47.898642,Enbridge,10600G0026
120,"Texas Eastern Transmission, LP",1200074040,,0074040,74040,,"East Ohio Gas - Clarington, OH",,,LDC,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200074040
120,"Texas Eastern Transmission, LP",1200074059,,0074059,74059,,BUG CO NAT- Brooklyn Union Gas Company (National Grid NY),,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1200074059
100,"Algonquin Gas Transmission, LLC",1000000044,,0000044,44,,"Rhode Island Energy-Burrillville (PROVIDENCE,RI)",,,LDC,,,RI,PROVIDENCE,,2026-03-23T09:37:47.898642,Enbridge,1000000044
120,"Texas Eastern Transmission, LP",1200070102,,0070102,70102,,"Unit Cities - Murfreesboro, TN",,,LDC,,1,TN,RUTHERFORD,,2026-03-23T09:37:47.898642,Enbridge,1200070102
100,"Algonquin Gas Transmission, LLC",1000080095,,0080095,80095,,J-2 SYSTEM MAINLINE,,,STA,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000080095
107,"Generation Pipeline, LLC",10700GP103,,00GP103,GP103,,CLEVELAND CLIFFS,,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,10700GP103
100,"Algonquin Gas Transmission, LLC",1000080107,,0080107,80107,,SALEM LATERAL,,,STA,,,MA,ESSEX,,2026-03-23T09:37:47.898642,Enbridge,1000080107
120,"Texas Eastern Transmission, LP",1200070315,,0070315,70315,,"Smyrna, TN",,,LDC,,1,TN,RUTHERFORD,,2026-03-23T09:37:47.898642,Enbridge,1200070315
120,"Texas Eastern Transmission, LP",1200073346,,0073346,73346,,"Fayette Power, LLC  (Fayette Pow)",,,END,,2,PA,FAYETTE,,2026-03-23T09:37:47.898642,Enbridge,1200073346
100,"Algonquin Gas Transmission, LLC",1000000045,,0000045,45,,Somers  (Westchester),,,LDC,,,NY,WESTCHESTER,,2026-03-23T09:37:47.898642,Enbridge,1000000045
120,"Texas Eastern Transmission, LP",1200075660,,0075660,75660,,"UGI APPALACHIA -DRY RIDGE-GREENE CO.,PA(D)73660/(R)73661",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200075660
100,"Algonquin Gas Transmission, LLC",1000000069,,0000069,69,,"Oxford (NEW HAVEN, CT)",,,LDC,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000000069
100,"Algonquin Gas Transmission, LLC",1000000037,,0000037,37,,"South Attleboro (BRISTOL, MA)",,,LDC,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000000037
120,"Texas Eastern Transmission, LP",1200073152,,0073152,73152,,COL GAS-WAYNESBURG - (73152),,,INT,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073152
105,"East Tennessee Natural Gas, LLC",1050059046,,0059046,59046,,UCG MARYVILLE,,,LDC,,,TN,BLOUNT,,2026-03-23T09:37:47.898642,Enbridge,1050059046
120,"Texas Eastern Transmission, LP",1200072825,,0072825,72825,,"Assoc. Natural Gas, Inc. -  Lateral - Lavaca Co., TX",,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1200072825
107,"Generation Pipeline, LLC",10700GP101,,00GP101,GP101,,OREGON CLEAN ENERGY PLANT,,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,10700GP101
100,"Algonquin Gas Transmission, LLC",1000080022,,0080022,80022,,LATERAL T SYSTEM,,,STA,,,MA,WORCESTER,,2026-03-23T09:37:47.898642,Enbridge,1000080022
120,"Texas Eastern Transmission, LP",1200071190,,0071190,71190,,"Poseyville, IN",,,LDC,,2,IN,GIBSON,,2026-03-23T09:37:47.898642,Enbridge,1200071190
100,"Algonquin Gas Transmission, LLC",1000000822,,0000822,822,,"Phelps Dodge (NEW LONDON,CT)",,,END,,,CT,NEW LONDON,,2026-03-23T09:37:47.898642,Enbridge,1000000822
120,"Texas Eastern Transmission, LP",1200072944,,0072944,72944,,"Public Service - Jamesburg - Middlesex Co., NJ",,,LDC,,3,NJ,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1200072944
100,"Algonquin Gas Transmission, LLC",1000000214,,0000214,214,,"Ramapo - Millennium (ROCKLAND,NY)",,,INT,,,NY,ROCKLAND,,2026-03-23T09:37:47.898642,Enbridge,1000000214
105,"East Tennessee Natural Gas, LLC",1050059003,,0059003,59003,,ROANOKE SALEM,,,LDC,,,VA,ROANOKE,,2026-03-23T09:37:47.898642,Enbridge,1050059003
121,Tres Palacios Gas Storage LLC,1210045319,,0045319,45319,,TENNESSEE GAS MAINLINE (TPGS1030B),,,INT,,,TX,WHARTON,,2026-03-23T09:37:47.898642,Enbridge,1210045319
120,"Texas Eastern Transmission, LP",1200073914,,0073914,73914,,"DTM Rockland, Forgedale Rd, Berks Co, PA (Birdsboro)",,,END,,3,PA,BERKS,,2026-03-23T09:37:47.898642,Enbridge,1200073914
100,"Algonquin Gas Transmission, LLC",1000000840,,0000840,840,,AGT to TE Hanover,,,INT,,,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1000000840
120,"Texas Eastern Transmission, LP",1200074536,,0074536,74536,,AH Medora LFG Del.,,,END,,2,IN,JACKSON,,2026-03-23T09:37:47.898642,Enbridge,1200074536
120,"Texas Eastern Transmission, LP",1200073546,,0073546,73546,,"Sheridan Holding Company III,LLC-Shelby Gathering-Shelby Co., TX",,,WHD,,ETX,TX,SHELBY,,2026-03-23T09:37:47.898642,Enbridge,1200073546
120,"Texas Eastern Transmission, LP",1200073186,,0073186,73186,,"DCP Midstream, LP -- Lavaca Co., TX",,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1200073186
105,"East Tennessee Natural Gas, LLC",1050059069,,0059069,59069,,UCG WYTHEVILLE,,,LDC,,,VA,WYTHE,,2026-03-23T09:37:47.898642,Enbridge,1050059069
100,"Algonquin Gas Transmission, LLC",1000000058,,0000058,58,,"Canton (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000058
120,"Texas Eastern Transmission, LP",1200072367,,0072367,72367,,"Miss. Valley Gas - Hinds Co., MS",,,INT,,ELA,MS,HINDS,,2026-03-23T09:37:47.898642,Enbridge,1200072367
121,Tres Palacios Gas Storage LLC,1210045317,,0045317,45317,,TRANSCO MAINLINE (TPGS1040B),,,INT,,,TX,WHARTON,,2026-03-23T09:37:47.898642,Enbridge,1210045317
120,"Texas Eastern Transmission, LP",1200070238,,0070238,70238,,"Hughes Eastern - Chickasaw, MS",,,WHD,,1,MS,CHICKASAW,,2026-03-23T09:37:47.898642,Enbridge,1200070238
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4303,,00N4303,N4303,,(DTE) PEPL - MCON POOL RECEIPT,,,STA,,M1,MI,WASHTENAW,,2026-03-23T09:37:47.898642,Enbridge,11500N4303
100,"Algonquin Gas Transmission, LLC",1000000068,,0000068,68,,"Farmington (HARTFORD,CT)",,,LDC,,,CT,HARTFORD,,2026-03-23T09:37:47.898642,Enbridge,1000000068
120,"Texas Eastern Transmission, LP",1200071423,,0071423,71423,,"New Jersey Natural - Montville, NJ",,,LDC,,3,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1200071423
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4816,,00N4816,N4816,,"REGENCY-BIG RUN /TWP. ROAD 964, MONROE CO.OH",,,STA,,SZ,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,11500N4816
120,"Texas Eastern Transmission, LP",1200073113,,0073113,73113,,"Enterprise Texas Pipeline LLC - Hidalgo County, TX",,,INT,,STX,TX,HIDALGO,,2026-03-23T09:37:47.898642,Enbridge,1200073113
120,"Texas Eastern Transmission, LP",1200070093,,0070093,70093,,"Jasper, IN",,,LDC,,2,IN,DUBOIS,,2026-03-23T09:37:47.898642,Enbridge,1200070093
120,"Texas Eastern Transmission, LP",1200073621,,0073621,73621,,"Williams Mid-Penn Midstream- Clyde- HORSE THIEF RD., Indiana  Co.,",,,WHD,,3,PA,INDIANA,,2026-03-23T09:37:47.898642,Enbridge,1200073621
100,"Algonquin Gas Transmission, LLC",1000000062,,0000062,62,,"Vernon (TOLLAND,CT)",,,LDC,,,CT,TOLLAND,,2026-03-23T09:37:47.898642,Enbridge,1000000062
120,"Texas Eastern Transmission, LP",1200071682,,0071682,71682,,"Philadelphia Gas Works Penrose (Eastwick)-Philadelphia, PA",,,LDC,,3,PA,PHILADELPHIA,,2026-03-23T09:37:47.898642,Enbridge,1200071682
120,"Texas Eastern Transmission, LP",1200070004,,0070004,70004,,"Dominion Energy Transmission, Inc - Clarington, OH",,,INT,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200070004
105,"East Tennessee Natural Gas, LLC",1050059041,,0059041,59041,,ATHENS,,,LDC,,,TN,MC MINN,,2026-03-23T09:37:47.898642,Enbridge,1050059041
120,"Texas Eastern Transmission, LP",1200075111,,0075111,75111,,EQM GATHERING - BONNETHEAD (BI-DI D 74110/R 74111),,,INT,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200075111
120,"Texas Eastern Transmission, LP",1200073106,,0073106,73106,,Federal Bureau of Prison - Yazoo Co. MS,,,END,,ELA,MS,YAZOO,,2026-03-23T09:37:47.898642,Enbridge,1200073106
120,"Texas Eastern Transmission, LP",1200073641,,0073641,73641,,"Noble Energy-Harris Yates-Shelby Co., TX",,,WHD,,ETX,TX,SHELBY,,2026-03-23T09:37:47.898642,Enbridge,1200073641
105,"East Tennessee Natural Gas, LLC",1050059010,,0059010,59010,,UCG BLACKSBURG,,,LDC,,,VA,MONTGOMERY,,2026-03-23T09:37:47.898642,Enbridge,1050059010
104,"Egan Hub Storage, LLC",1040045103,,0045103,45103,,"COLUMBIA - STORAGE, LA (D40104/R40103)",,,INT,,,LA,ACADIA,,2026-03-23T09:37:47.898642,Enbridge,1040045103
105,"East Tennessee Natural Gas, LLC",1050059090,,0059090,59090,,OLIN,,,END,,,TN,BRADLEY,,2026-03-23T09:37:47.898642,Enbridge,1050059090
105,"East Tennessee Natural Gas, LLC",1050059209,,0059209,59209,,"United Salt - Evaporator Fuel Gas - Smyth Co., VA",,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1050059209
120,"Texas Eastern Transmission, LP",1200079980,,0079980,79980,,UNIONTOWN NORTH,,,STA,,2,PA,FAYETTE,,2026-03-23T09:37:47.898642,Enbridge,1200079980
120,"Texas Eastern Transmission, LP",1200073193,,0073193,73193,,"Miss Riv Trans - Stoddard, MO",,,INT,,1,MO,STODDARD,,2026-03-23T09:37:47.898642,Enbridge,1200073193
100,"Algonquin Gas Transmission, LLC",1000000072,,0000072,72,,"Portland (MIDDLESEX,CT)",,,LDC,,,CT,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000072
100,"Algonquin Gas Transmission, LLC",1000000824,,0000824,824,,New England Gas Company Fall River Gas-North Fall River Sta-(BRIST,,,LDC,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000000824
105,"East Tennessee Natural Gas, LLC",1050059219,,0059219,59219,,TVA - John Sevier,,,END,,,TN,HAWKINS,,2026-03-23T09:37:47.898642,Enbridge,1050059219
120,"Texas Eastern Transmission, LP",1200071963,,0071963,71963,,"Scorpion Oil&Gas, LLC-#1 Faulkner - Pontotoc, MS",,,WHD,,1,MS,PONTOTOC,,2026-03-23T09:37:47.898642,Enbridge,1200071963
100,"Algonquin Gas Transmission, LLC",1000000830,,0000830,830,,"Marathon (MIDDLESEX,MA)",,,LDC,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000830
120,"Texas Eastern Transmission, LP",1200072827,,0072827,72827,,"City Of Fulton - Itawamba Co., MS",,,LDC,,1,MS,ITAWAMBA,,2026-03-23T09:37:47.898642,Enbridge,1200072827
105,"East Tennessee Natural Gas, LLC",1050059033,,0059033,59033,,ROCKWOOD,,,LDC,,,TN,ROANE,,2026-03-23T09:37:47.898642,Enbridge,1050059033
116,"Southeast Supply Header, LLC",1160083106,,0083106,83106,,Sonat - Gwinville (Rec - 83006),,,INT,,,MS,JEFFERSON DAVIS,,2026-03-23T09:37:47.898642,Enbridge,1160083106
120,"Texas Eastern Transmission, LP",1200072604,,0072604,72604,,"Entergy Louisiana,LLC Beauregard Psh., LA",,,INT,,WLA,LA,BEAUREGARD,,2026-03-23T09:37:47.898642,Enbridge,1200072604
120,"Texas Eastern Transmission, LP",1200073925,,0073925,73925,,"CNX Rich Hill, Green Co. PA",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073925
105,"East Tennessee Natural Gas, LLC",1050059338,,0059338,59338,,"GEOMET OPERATING-JEWELL RIDGE-TAZEWELL CO., VA",,,WHD,,,VA,TAZEWELL,,2026-03-23T09:37:47.898642,Enbridge,1050059338
120,"Texas Eastern Transmission, LP",1200073713,,0073713,73713,,"EQT - Jefferson, Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073713
120,"Texas Eastern Transmission, LP",1200073910,,0073910,73910,,Phillips 66 Bayway,,,END,,3,NJ,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200073910
120,"Texas Eastern Transmission, LP",1200070323,,0070323,70323,,"PEOPLES NAT - Claysburg, PA",,,LDC,,3,PA,BLAIR,,2026-03-23T09:37:47.898642,Enbridge,1200070323
120,"Texas Eastern Transmission, LP",1200070244,,0070244,70244,,"Transco - Linden, NJ - DEL",,,INT,,3,NJ,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200070244
120,"Texas Eastern Transmission, LP",1200075061,,0075061,75061,,EASTERN GAS - FRANKLIN REC76061/DEL73061,,,INT,,3,PA,FRANKLIN,,2026-03-23T09:37:47.898642,Enbridge,1200075061
100,"Algonquin Gas Transmission, LLC",1000000003,,0000003,3,,North Haven (NEW HAVEN),,,LDC,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000000003
120,"Texas Eastern Transmission, LP",1200076840,,0076840,76840,,AGT to TE Hanover,,,INT,,3,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1200076840
120,"Texas Eastern Transmission, LP",1200070069,,0070069,70069,,"UGI Utilities, Inc. (Columbia Gas)  - Columbia, PA",,,LDC,,3,PA,LANCASTER,,2026-03-23T09:37:47.898642,Enbridge,1200070069
113,"Nautilus Pipeline Company, L.L.C.",11300NA013,,00NA013,NA013,,ACADIAN GAS PIPELINE (CYPRESS),,,INT,,,LA,ST MARY,,2026-03-23T09:37:47.898642,Enbridge,11300NA013
120,"Texas Eastern Transmission, LP",1200076580,,0076580,76580,,"Southcross Mississippi Pipeline, LP- Hinds, MS - DEL (B/D 76580)",,,INT,,ELA,MS,HINDS,,2026-03-23T09:37:47.898642,Enbridge,1200076580
120,"Texas Eastern Transmission, LP",1200073735,,0073735,73735,,Bonanza - Strike Force Midstream,,,WHD,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200073735
120,"Texas Eastern Transmission, LP",1200070192,,0070192,70192,,"Smith (Harvey Broyle)#2 Murphy-Bryceland, Bienville Psh., LA",,,WHD,,ETX,LA,BIENVILLE,,2026-03-23T09:37:47.898642,Enbridge,1200070192
105,"East Tennessee Natural Gas, LLC",1050059007,,0059007,59007,,CHAT NORTH,,,LDC,,,TN,HAMILTON,,2026-03-23T09:37:47.898642,Enbridge,1050059007
120,"Texas Eastern Transmission, LP",1200070018,,0070018,70018,,"Indiana Gas - Seymour, IN",,,LDC,,2,IN,JACKSON,,2026-03-23T09:37:47.898642,Enbridge,1200070018
105,"East Tennessee Natural Gas, LLC",1050059026,,0059026,59026,,UCG COLUMBIA WEST,,,LDC,,,TN,MAURY,,2026-03-23T09:37:47.898642,Enbridge,1050059026
120,"Texas Eastern Transmission, LP",1200072950,,0072950,72950,,"Aptian Gas Corp., K.W. Schreiner #1 - Live Oak Co., TX",,,WHD,,STX,TX,LIVE OAK,,2026-03-23T09:37:47.898642,Enbridge,1200072950
105,"East Tennessee Natural Gas, LLC",1050059107,,0059107,59107,,TENNESSEE EASTMAN 2,,,END,,,TN,WASHINGTON,,2026-03-23T09:37:47.898642,Enbridge,1050059107
104,"Egan Hub Storage, LLC",1040045107,,0045107,45107,,"TEXAS GAS - STORAGE, LA (D40108/R40107)",,,INT,,,LA,ACADIA,,2026-03-23T09:37:47.898642,Enbridge,1040045107
120,"Texas Eastern Transmission, LP",1200073604,,0073604,73604,,"United Texas Oil, LLC",,,WHD,,STX,TX,GOLIAD,,2026-03-23T09:37:47.898642,Enbridge,1200073604
100,"Algonquin Gas Transmission, LLC",1000080043,,0080043,80043,,Q-1 EXTENSION,,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1000080043
120,"Texas Eastern Transmission, LP",1200071485,,0071485,71485,,"GULF SOUTH PIPELINE COMPANY - Gillis, LA",,,INT,,WLA,LA,BEAUREGARD,,2026-03-23T09:37:47.898642,Enbridge,1200071485
105,"East Tennessee Natural Gas, LLC",1050059038,,0059038,59038,,LEWISBURG,,,LDC,,,TN,MARSHALL,,2026-03-23T09:37:47.898642,Enbridge,1050059038
120,"Texas Eastern Transmission, LP",1200073812,,0073812,73812,,"Markwest Utica Seneca  Monroe Co., OH",,,WHD,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200073812
105,"East Tennessee Natural Gas, LLC",1050059159,,0059159,59159,,LOUDON East,,,LDC,,,TN,LOUDON,,2026-03-23T09:37:47.898642,Enbridge,1050059159
120,"Texas Eastern Transmission, LP",1200070063,,0070063,70063,,"Huntingburg, IN",,,LDC,,2,IN,DUBOIS,,2026-03-23T09:37:47.898642,Enbridge,1200070063
120,"Texas Eastern Transmission, LP",1200073157,,0073157,73157,,"UGI CENTRAL - Penn Fuel - McConnellsburg, Fulton Co., PA",,,LDC,,3,PA,FULTON,,2026-03-23T09:37:47.898642,Enbridge,1200073157
120,"Texas Eastern Transmission, LP",1200071078,,0071078,71078,,"Algonquin - Hanover, NJ",,,INT,,3,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1200071078
120,"Texas Eastern Transmission, LP",1200073887,,0073887,73887,,"Alegacy/CNG Industrial Campus-Bus US 290-Waller Co.,TX",,,END,,STX,TX,WALLER,,2026-03-23T09:37:47.898642,Enbridge,1200073887
100,"Algonquin Gas Transmission, LLC",1000000057,,0000057,57,,"National Grid-WESTON (MIDDLESEX,MA)",,,LDC,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000057
120,"Texas Eastern Transmission, LP",1200073694,,0073694,73694,,Sweeny Plant-Conoco Pipeline,,,END,,STX,TX,BRAZORIA,,2026-03-23T09:37:47.898642,Enbridge,1200073694
120,"Texas Eastern Transmission, LP",1200073670,,0073670,73670,,"Sheridan Holding Company III,LLC/King Williams, Shelby Co., TX",,,WHD,,ETX,TX,SHELBY,,2026-03-23T09:37:47.898642,Enbridge,1200073670
120,"Texas Eastern Transmission, LP",1200073482,,0073482,73482,,"MAGNUM LP - Chicolete Creek - Lavaca Co., TX (REC)",,,WHD,,STX,TX,DE WITT,,2026-03-23T09:37:47.898642,Enbridge,1200073482
120,"Texas Eastern Transmission, LP",1200073150,,0073150,73150,,Summit Utilities Arkansas Inc Pulaski Co AR,,,LDC,,ETX,AR,PULASKI,,2026-03-23T09:37:47.898642,Enbridge,1200073150
120,"Texas Eastern Transmission, LP",1200072856,,0072856,72856,,"Onalaska Water & Gas Corporation - Polk County, TX",,,LDC,,ETX,TX,POLK,,2026-03-23T09:37:47.898642,Enbridge,1200072856
120,"Texas Eastern Transmission, LP",1200073978,,0073978,73978,,Lightning Renewables Lemons East LFG Receipt CR 702 Stoddard Co MO,,,WHD,,1,MO,STODDARD,,2026-03-23T09:37:47.898642,Enbridge,1200073978
100,"Algonquin Gas Transmission, LLC",1000000077,,0000077,77,,"DEFCO (NEW HAVEN,CT)",,,LDC,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000000077
120,"Texas Eastern Transmission, LP",1200073808,,0073808,73808,,"Dominion Energy Transmission, Inc - Crayne II, Rt 188 Greene Co.,",,,INT,,2,PA,WESTMORELAND,,2026-03-23T09:37:47.898642,Enbridge,1200073808
120,"Texas Eastern Transmission, LP",1200072382,,0072382,72382,,"Houston Pipe Line Co.-Enerfin Lyondell Sys./ Harris Co., TX",,,INT,,STX,TX,HARRIS,,2026-03-23T09:37:47.898642,Enbridge,1200072382
120,"Texas Eastern Transmission, LP",1200072614,,0072614,72614,,"Transok - Ouachita Psh., LA",,,INT,,ELA,LA,OUACHITA,,2026-03-23T09:37:47.898642,Enbridge,1200072614
120,"Texas Eastern Transmission, LP",1200072566,,0072566,72566,,"American Midstream  Tenn Intrastate - Colbert Co., AL",,,INT,,1,AL,COLBERT,,2026-03-23T09:37:47.898642,Enbridge,1200072566
100,"Algonquin Gas Transmission, LLC",1000000055,,0000055,55,,"Bernards (SOMERSET,NJ)",,,LDC,,,NJ,SOMERSET,,2026-03-23T09:37:47.898642,Enbridge,1000000055
120,"Texas Eastern Transmission, LP",1200072972,,0072972,72972,,Walter Oil & Gas - WD 106,,,WHD,,ELA,OF,WEST DELTA,,2026-03-23T09:37:47.898642,Enbridge,1200072972
100,"Algonquin Gas Transmission, LLC",1000000820,,0000820,820,,"Wallingford Energy Interconnect (FAIRFIELD,CT)",,,END,,,CT,NEW HAVEN,,2026-03-23T09:37:47.898642,Enbridge,1000000820
100,"Algonquin Gas Transmission, LLC",1000000834,,0000834,834,,"BELD - Braintree Electric Light  (NORFOLK,MA)",,,END,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000834
100,"Algonquin Gas Transmission, LLC",1000000050,,0000050,50,,"Pomfret (WINDHAM,CT)",,,LDC,,,CT,WINDHAM,,2026-03-23T09:37:47.898642,Enbridge,1000000050
120,"Texas Eastern Transmission, LP",1200073341,,0073341,73341,,"CIMA Energy LTD - Gath. System / Dewitt Co., TX  (REC)",,,WHD,,STX,TX,DE WITT,,2026-03-23T09:37:47.898642,Enbridge,1200073341
120,"Texas Eastern Transmission, LP",1200071744,,0071744,71744,,"Dominion Energy Transmission, Inc - Perulack, PA",,,INT,,3,PA,JUNIATA,,2026-03-23T09:37:47.898642,Enbridge,1200071744
120,"Texas Eastern Transmission, LP",1200075973,,0075973,75973,,"LLOX/MUD LAKE, JEFFERSON PARISH, LA (D 73974/R73973)",,,INT,,ELA,LA,JEFFERSON,,2026-03-23T09:37:47.898642,Enbridge,1200075973
